order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDA02347,20/5/18,12:33:48,Lunch,BK,"[('Salad' , 8),('Steak' , 6),('Chicken' , 5),('Fries' , 10),('Burger' , 1)]",718.6,-37.8019672,144.9573099,0,8.184,16.6957264
ORDA02586,20/8/18,15:36:20,Lunch,BK,"[('Salad' , 7),('Steak' , 2),('Burger' , 1)]",241.4,-37.8050564,144.956005,0,8.155,13.7865606
ORDA02642,23/6/18,13:44:47,Lunch,BK,"[('Fries' , 8),('Burger' , 5),('Steak' , 4)]",431,-37.8001267,145.0183189,0,5.492,13.7878198
ORDA02713,7/6/18,13:14:21,Lunch,BK,"[('Chicken' , 5),('Steak' , 3)]",295,-37.8081027,144.9525886,0,8.679,15.2520475
ORDA02789,18/2/18,9:31:16,Breakfast,BK,"[('Coffee' , 5),('Pancake' , 9)]",255.75,-37.8196114,144.9937264,0,5.451,13.2157891
ORDA03045,30/12/18,20:00:00,Dinner,BK,"[('Salmon' , 2),('Fish&Chips' , 4)]",222,-37.8158064,144.9373219,0,10.021,19.3375305
ORDA03484,1/9/18,16:06:45,Dinner,BK,"[('Fish&Chips' , 9),('Salmon' , 2),('Shrimp' , 9),('Pasta' , 9)]",1130.5,-37.8169814,144.9532264,0,8.664,18.3259069
ORDA03664,1/9/18,16:06:45,Dinner,BK,"[('Shrimp' , 8),('Fish&Chips' , 9)]",747,-37.8162646,144.9557341,0,8.431,15.46463241
ORDA03860,30/3/18,10:52:23,Breakfast,BK,"[('Cereal' , 4),('Pancake' , 7),('Eggs' , 4),('Coffee' , 7)]",394.25,-37.8102462,144.9613499,0,7.619,12.3952436
ORDA04052,12/11/18,18:28:43,Dinner,BK,"[('Fish&Chips' , 1),('Shrimp' , 5),('Pasta' , 9)]",552.5,-37.8136757,144.9572213,0,8.132,14.7985893
ORDA04115,4/11/18,18:08:27,Dinner,BK,"[('Pasta' , 6),('Fish&Chips' , 7),('Salmon' , 7),('Shrimp' , 3)]",859,-37.8031378,145.0045622,0,5.429,14.3495671
ORDA04223,2/2/18,9:00:50,Breakfast,BK,"[('Eggs' , 10),('Cereal' , 7),('Pancake' , 4)]",464,-37.8062298,144.9580375,0,7.88,13.0978532
ORDA04246,7/7/18,14:15:12,Lunch,BK,"[('Steak' , 1),('Burger' , 8),('Chicken' , 6),('Fries' , 8)]",581,-37.8092376,145.0129581,0,3.791,12.3599888
ORDA04517,21/4/18,11:32:57,Breakfast,BK,"[('Cereal' , 8),('Eggs' , 9),('Pancake' , 4)]",463,-37.8188287,144.9532795,0,8.802,16.1032985
ORDA04538,11/5/18,12:13:31,Lunch,BK,"[('Salad' , 6),('Chicken' , 2),('Fries' , 8)]",263.2,-37.8246959,144.954671,0,9.534,15.2239031
ORDA04549,27/9/18,16:57:27,Dinner,BK,"[('Fish&Chips' , 10),('Salmon' , 7),('Pasta' , 5)]",774.5,-37.7997769,144.9655272,0,7.954,15.3086419
ORDA04694,18/9/18,16:37:10,Dinner,BK,"[('Pasta' , 1),('Shrimp' , 6),('Salmon' , 6),('Fish&Chips' , 6)]",807.5,-37.815718,145.0028708,0,4.334,11.2302452
ORDA04798,18/9/18,16:37:10,Dinner,BK,"[('Fish&Chips' , 5),('Salmon' , 3)]",298,-37.8069395,144.9578788,0,8.194,15.4336298
ORDA04806,4/12/18,19:09:17,Dinner,BK,"[('Fish&Chips' , 8),('Salmon' , 3)]",403,-37.8105832,145.0094926,0,3.87,10.8868758
ORDA05031,26/5/18,12:43:56,Lunch,BK,"[('Chicken' , 2),('Salad' , 3),('Steak' , 9),('Fries' , 10),('Burger' , 9)]",919.6,-37.8248322,144.9494179,0,9.464,17.2760257
ORDA05131,26/8/18,15:46:28,Lunch,BK,"[('Burger' , 1),('Salad' , 5)]",117,-37.8136137,144.9377835,0,10.24,18.4615708
ORDA05134,19/9/18,16:37:10,Dinner,BK,"[('Salmon' , 4),('Pasta' , 7),('Fish&Chips' , 10)]",706.5,-37.8179282,144.9745447,0,7.18,14.7368294
ORDA05210,7/12/18,19:19:26,Dinner,BK,"[('Pasta' , 1),('Salmon' , 3),('Fish&Chips' , 1),('Shrimp' , 8)]",617.5,-37.8103275,145.0098579,0,3.734,10.211117
ORDA05389,19/2/18,9:31:16,Breakfast,BK,"[('Coffee' , 9),('Eggs' , 6),('Pancake' , 1),('Cereal' , 7)]",370.75,-37.8061549,144.9458972,0,9.132,14.2856473
ORDA05598,25/7/18,14:45:38,Lunch,BK,"[('Burger' , 3),('Salad' , 6),('Chicken' , 7)]",420.2,-37.818639,144.9678869,0,7.52,13.5986754
ORDA05721,12/6/18,13:24:30,Lunch,BK,"[('Steak' , 3),('Burger' , 3),('Fries' , 6)]",300,-37.8237139,144.9971719,0,5.575,10.8668415
ORDA05789,4/4/18,11:02:32,Breakfast,BK,"[('Pancake' , 6),('Eggs' , 2)]",189.5,-37.8166521,144.9504549,0,9.25,13.7546118
ORDA05833,10/3/18,10:11:49,Breakfast,BK,"[('Pancake' , 5),('Cereal' , 9),('Coffee' , 10),('Eggs' , 4)]",473.25,-37.8269597,145.0130547,0,5.21,12.2179624
ORDA05865,20/5/18,12:33:48,Lunch,BK,"[('Steak' , 2),('Salad' , 1)]",107.2,-37.801128,144.9551153,0,8.488,16.6628106
ORDA06107,3/5/18,12:03:22,Lunch,BK,"[('Salad' , 10),('Chicken' , 5),('Fries' , 9)]",440,-37.806456,144.9592734,0,7.766,13.9091521
ORDA06202,16/12/18,19:29:34,Dinner,BK,"[('Fish&Chips' , 1),('Pasta' , 4),('Shrimp' , 4),('Salmon' , 3)]",484,-37.8062527,144.9596384,0,7.73,17.0396944
ORDA06532,24/4/18,11:43:05,Breakfast,BK,"[('Coffee' , 9),('Cereal' , 8),('Eggs' , 6),('Pancake' , 3)]",440.25,-37.8191427,144.9528691,0,8.859,13.8689912
ORDA06950,7/12/18,19:19:26,Dinner,BK,"[('Shrimp' , 5),('Pasta' , 7),('Fish&Chips' , 7),('Salmon' , 5)]",912.5,-37.8013457,144.9174425,0,11.675,18.998935
ORDA07068,19/5/18,12:33:48,Lunch,BK,"[('Fries' , 9),('Salad' , 6),('Burger' , 7)]",428.2,-37.8136807,144.9535364,0,8.454,14.82823569
ORDA07234,18/4/18,11:32:57,Breakfast,BK,"[('Coffee' , 7),('Cereal' , 1)]",73.5,-37.8108058,144.9767273,0,6.412,11.6676599
ORDA07616,30/5/18,12:54:05,Lunch,BK,"[('Steak' , 6),('Salad' , 4),('Fries' , 1),('Burger' , 8),('Chicken' , 9)]",886.8,-37.8168876,144.9898293,0,5.924,11.8412421
ORDA07881,29/9/18,16:57:27,Dinner,BK,"[('Shrimp' , 9),('Salmon' , 10),('Pasta' , 6),('Fish&Chips' , 3)]",1166,-37.8072934,144.9507282,0,8.663,18.3836703
ORDA07951,9/12/18,19:19:26,Dinner,BK,"[('Fish&Chips' , 8),('Salmon' , 2),('Shrimp' , 10),('Pasta' , 6)]",1067,-37.8011213,144.9762382,0,7.057,16.3102102
ORDA08157,10/4/18,11:12:40,Breakfast,BK,"[('Pancake' , 3),('Cereal' , 10)]",282.75,-37.8047159,144.9723857,0,6.967,11.8820464
ORDA08313,7/1/18,8:10:08,Breakfast,BK,"[('Cereal' , 8),('Eggs' , 1),('Pancake' , 9)]",408.25,-37.8122877,144.9372642,1,10.242,8.4799352
ORDA08656,11/7/18,14:15:12,Lunch,BK,"[('Chicken' , 8),('Burger' , 8),('Steak' , 9),('Fries' , 8),('Salad' , 3)]",1056.6,-37.8049698,144.9736071,0,6.82,12.4359643
ORDA08719,14/4/18,11:22:49,Breakfast,BK,"[('Eggs' , 7),('Coffee' , 1),('Pancake' , 2),('Cereal' , 3)]",273,-37.8049728,144.9480033,0,8.782,16.4991049
ORDA09123,13/8/18,15:26:11,Lunch,BK,"[('Salad' , 4),('Steak' , 6),('Fries' , 3)]",374.8,-37.8068611,144.9375695,0,10.244,16.3565515
ORDA09274,6/4/18,11:02:32,Breakfast,BK,"[('Pancake' , 8),('Eggs' , 8),('Cereal' , 8)]",538,-37.8234956,144.9764493,0,7.379,12.3776328
ORDA09395,10/4/18,11:12:40,Breakfast,BK,"[('Cereal' , 4),('Eggs' , 9),('Pancake' , 4)]",379,-37.8051354,144.9722353,0,6.948,11.7080029
ORDA09883,12/7/18,14:25:21,Lunch,BK,"[('Salad' , 1),('Burger' , 2),('Fries' , 6),('Steak' , 6),('Chicken' , 6)]",613.2,-37.8174936,145.0040173,0,4.379,10.4214136
ORDA10069,20/3/18,10:32:06,Breakfast,BK,"[('Eggs' , 9),('Coffee' , 6)]",243,-37.8099171,144.9582162,0,7.993,12.6508125
ORDA10397,30/3/18,10:52:23,Breakfast,BK,"[('Pancake' , 7),('Cereal' , 7),('Eggs' , 1)]",338.75,-37.8142756,144.9631661,0,7.734,12.9131852
ORDA10628,13/3/18,10:21:58,Breakfast,BK,"[('Eggs' , 10),('Pancake' , 9)]",438.25,-37.8245941,144.9821862,0,7.051,12.1382662
ORDA10697,2/12/18,19:09:17,Dinner,BK,"[('Shrimp' , 3),('Salmon' , 3),('Fish&Chips' , 2)]",355,-37.8153974,144.9665041,0,7.532,16.9121697
ORDA10925,1/2/18,9:00:50,Breakfast,BK,"[('Cereal' , 10),('Coffee' , 5),('Pancake' , 9)]",465.75,-37.8202758,144.9789621,0,7.166,11.5152156
ORDA10928,17/7/18,14:35:29,Lunch,BK,"[('Burger' , 1),('Steak' , 2),('Fries' , 6),('Chicken' , 6),('Salad' , 8)]",522.6,-37.8116355,144.968241,0,7.163,13.1840484
ORDA11031,1/6/18,12:54:05,Lunch,BK,"[('Burger' , 3),('Salad' , 2),('Fries' , 4)]",175.4,-37.8276762,144.984998,0,9.872,15.9204663
ORDA11107,23/2/18,9:41:24,Breakfast,BK,"[('Coffee' , 8),('Cereal' , 5),('Pancake' , 1)]",189.25,-37.8236313,144.9673422,0,8.162,13.0346521
ORDB00100,13/11/18,18:28:43,Dinner,TP,"[('Fish&Chips' , 5),('Shrimp' , 4),('Salmon' , 10),('Pasta' , 5)]",938.5,-37.8119875,144.9615714,0,8.346,12.3717023
ORDB00357,15/5/18,12:23:39,Lunch,TP,"[('Fries' , 8),('Burger' , 7),('Steak' , 8)]",673,-37.8241184,144.9534812,0,8.213,12.0443848
ORDB01416,15/4/18,11:22:49,Breakfast,TP,"[('Coffee' , 1),('Pancake' , 10),('Eggs' , 2),('Cereal' , 6)]",420,-37.81434,144.9546842,0,8.629,13.230345
ORDB01848,21/11/18,18:38:52,Dinner,TP,"[('Salmon' , 1),('Shrimp' , 1),('Fish&Chips' , 4),('Pasta' , 7)]",427.5,-37.8081894,144.9766348,0,9.287,13.5149918
ORDB01860,24/3/18,10:42:15,Breakfast,TP,"[('Cereal' , 7),('Coffee' , 8)]",207,-37.8185148,144.9829183,0,8.999,13.1984993
ORDB01884,7/5/18,12:03:22,Lunch,TP,"[('Burger' , 5),('Chicken' , 9)]",443,-37.8134098,144.9621127,0,8.187,11.033539
ORDB01967,17/4/18,11:22:49,Breakfast,TP,"[('Coffee' , 3),('Cereal' , 10)]",232.5,-37.8116745,144.964772,0,8.404,11.0572009
ORDB01976,25/11/18,18:49:00,Dinner,TP,"[('Salmon' , 3),('Shrimp' , 7),('Fish&Chips' , 4)]",641,-37.8061015,144.9585153,0,9.06,15.3389325
ORDB01987,25/8/18,15:46:28,Lunch,TP,"[('Steak' , 8),('Fries' , 3),('Burger' , 7),('Chicken' , 2)]",677,-37.8068481,144.9377585,0,10.472,15.378649
ORDB02068,4/10/18,17:07:36,Dinner,TP,"[('Shrimp' , 7),('Pasta' , 6),('Fish&Chips' , 10)]",893,-37.8085801,144.9408138,0,10.152,14.2727597
ORDB03056,9/6/18,13:14:21,Lunch,TP,"[('Burger' , 8),('Fries' , 5),('Chicken' , 7),('Steak' , 5)]",757,-37.8037808,144.9737316,0,9.715,14.5245022
ORDB03220,7/9/18,16:16:54,Dinner,TP,"[('Pasta' , 6),('Shrimp' , 9),('Salmon' , 2),('Fish&Chips' , 4)]",873,-37.820534,144.9772392,0,8.718,13.4158261
ORDB03403,20/9/18,16:37:10,Dinner,TP,"[('Pasta' , 3),('Salmon' , 7),('Fish&Chips' , 7)]",614.5,-37.8248137,145.0148278,0,11.741,15.2434469
ORDB03838,5/2/18,9:10:59,Breakfast,TP,"[('Pancake' , 10),('Eggs' , 8),('Coffee' , 3)]",441,-37.8213827,144.9891057,0,9.471,12.2228108
ORDB04056,11/5/18,12:13:31,Lunch,TP,"[('Salad' , 4),('Burger' , 5),('Steak' , 7)]",538.8,-37.8250996,145.0100926,0,11.56,14.2758157
ORDB04098,19/10/18,17:38:01,Dinner,TP,"[('Shrimp' , 5),('Fish&Chips' , 6),('Pasta' , 5)]",617.5,-37.8127348,144.9771849,0,8.857,12.7795567
ORDB04461,10/7/18,14:15:12,Lunch,TP,"[('Burger' , 10),('Salad' , 7),('Steak' , 5),('Fries' , 1),('Chicken' , 7)]",891.4,-37.8245122,144.9827896,0,8.884,12.2232757
ORDB04493,11/10/18,17:17:44,Dinner,TP,"[('Shrimp' , 7),('Pasta' , 5)]",515.5,-37.8119843,144.9533495,0,8.943,12.824349
ORDB04519,28/1/18,8:50:42,Breakfast,TP,"[('Pancake' , 5),('Coffee' , 10)]",196.25,-37.8100144,144.9360754,0,10.533,14.2729835
ORDB04638,1/12/18,19:09:17,Dinner,TP,"[('Fish&Chips' , 9),('Pasta' , 7),('Salmon' , 5),('Shrimp' , 8)]",1144.5,-37.8011147,144.9983507,0,11.729,16.706213
ORDB04748,2/1/18,8:00:00,Breakfast,TP,"[('Coffee' , 7),('Eggs' , 5),('Pancake' , 1)]",186.75,-37.8271977,144.9939748,1,10.071,6.2742858
ORDB05050,22/7/18,14:35:29,Lunch,TP,"[('Chicken' , 10),('Salad' , 8),('Burger' , 1)]",488.6,-37.800479,144.9588359,0,9.693,13.9799465
ORDB05211,26/3/18,10:42:15,Breakfast,TP,"[('Coffee' , 4),('Eggs' , 10),('Pancake' , 8)]",444,-37.8000473,144.9745175,0,10.133,12.397792
ORDB05982,18/4/18,11:32:57,Breakfast,TP,"[('Eggs' , 9),('Pancake' , 5)]",319.25,-37.8131757,144.9739629,0,8.635,10.8331658
ORDB06072,10/10/18,17:17:44,Dinner,TP,"[('Shrimp' , 8),('Fish&Chips' , 2),('Salmon' , 9)]",871,-37.8122377,144.9535131,0,9.029,12.9912747
ORDB06149,15/8/18,15:26:11,Lunch,TP,"[('Burger' , 8),('Fries' , 7),('Steak' , 3)]",467,-37.8082425,144.976149,0,9.233,12.2027523
ORDB06272,17/6/18,13:34:38,Lunch,TP,"[('Fries' , 6),('Burger' , 8),('Salad' , 7),('Steak' , 10),('Chicken' , 5)]",1050.4,-37.8223501,144.9840706,0,9.354,14.2563315
ORDB06324,25/4/18,11:43:05,Breakfast,TP,"[('Coffee' , 9),('Cereal' , 2)]",109.5,-37.8187462,144.9532504,0,8.527,10.601011
ORDB06634,21/7/18,14:35:29,Lunch,TP,"[('Fries' , 8),('Burger' , 1)]",127,-37.8260078,144.9821994,0,8.995,13.5651808
ORDB06731,12/7/18,14:15:12,Lunch,TP,"[('Burger' , 1),('Fries' , 6),('Salad' , 8)]",240.6,-37.8164772,145.0042998,0,11.168,14.4614699
ORDB06884,8/4/18,11:12:40,Breakfast,TP,"[('Pancake' , 6),('Cereal' , 1),('Eggs' , 9),('Coffee' , 6)]",409.5,-37.8152449,144.9627259,0,7.991,12.2077639
ORDB07144,3/6/18,13:04:13,Lunch,TP,"[('Steak' , 8),('Burger' , 7),('Fries' , 8)]",673,-37.8164041,144.9709417,0,8.069,13.194059
ORDB07175,19/5/18,12:33:48,Lunch,TP,"[('Chicken' , 6),('Burger' , 8),('Fries' , 6),('Steak' , 9)]",917,-37.8011727,144.9833782,0,10.544,14.878559
ORDB07444,10/7/18,14:15:12,Lunch,TP,"[('Salad' , 7),('Steak' , 9),('Chicken' , 7),('Fries' , 7),('Burger' , 3)]",926.4,-37.8207775,145.0016332,0,10.872,14.4772568
ORDB07451,30/11/18,18:59:09,Dinner,TP,"[('Salmon' , 4),('Shrimp' , 3),('Fish&Chips' , 1)]",361,-37.8019971,145.0034535,0,12.03,16.0834069
ORDB07469,6/8/18,15:05:54,Lunch,TP,"[('Salad' , 2),('Fries' , 6),('Steak' , 6),('Burger' , 9)]",655.4,-37.811975,144.965722,0,8.431,12.0077631
ORDB07520,26/4/18,11:43:05,Breakfast,TP,"[('Cereal' , 3),('Eggs' , 5)]",173,-37.8035599,144.9764865,0,9.754,12.1987349
ORDB07569,8/3/18,10:11:49,Breakfast,TP,"[('Pancake' , 3),('Coffee' , 10),('Cereal' , 8),('Eggs' , 4)]",403.75,-37.818749,144.9838262,0,9.149,11.7488291
ORDB07849,3/2/18,9:00:50,Breakfast,TP,"[('Pancake' , 10),('Cereal' , 2),('Coffee' , 7)]",337,-37.8109999,144.9912035,0,10.151,14.0818261
ORDB08149,12/9/18,16:27:02,Dinner,TP,"[('Pasta' , 5),('Salmon' , 7)]",424.5,-37.8192113,144.9651123,0,7.372,11.5501317
ORDB08226,31/3/18,10:52:23,Breakfast,TP,"[('Coffee' , 6),('Eggs' , 10),('Pancake' , 9),('Cereal' , 8)]",651.25,-37.824711,144.9456551,0,8.977,13.2619855
ORDB08288,28/7/18,14:55:46,Lunch,TP,"[('Salad' , 4),('Chicken' , 5),('Fries' , 10),('Steak' , 9)]",753.8,-37.8238129,144.9837011,0,8.754,13.6473448
ORDB08462,14/12/18,19:29:34,Dinner,TP,"[('Shrimp' , 10),('Salmon' , 6),('Pasta' , 2)]",841,-37.8178636,144.9322179,0,10.778,14.5937541
ORDB08483,26/5/18,12:43:56,Lunch,TP,"[('Fries' , 6),('Chicken' , 10),('Salad' , 8)]",529.6,-37.8250247,144.9494574,0,8.674,13.4894867
ORDB08590,11/3/18,10:11:49,Breakfast,TP,"[('Cereal' , 8),('Eggs' , 4),('Coffee' , 9)]",323.5,-37.82126,144.982661,0,9.044,12.8160074
ORDB08834,10/10/18,17:17:44,Dinner,TP,"[('Shrimp' , 8),('Fish&Chips' , 2),('Pasta' , 2)]",557,-37.8123071,144.9536836,0,9.046,13.3011237
ORDB08897,17/4/18,11:22:49,Breakfast,TP,"[('Eggs' , 5),('Cereal' , 5),('Coffee' , 6)]",260,-37.8122866,144.95142,0,9.181,11.7563657
ORDB08930,18/9/18,16:37:10,Dinner,TP,"[('Fish&Chips' , 6),('Salmon' , 8),('Shrimp' , 5),('Pasta' , 7)]",1000.5,-37.81284,144.9430922,0,9.824,14.0734151
ORDB09051,15/1/18,8:20:16,Breakfast,TP,"[('Cereal' , 10),('Eggs' , 8),('Coffee' , 5)]",423.5,-37.7986885,144.9489387,1,10.344,6.5638731
ORDB09428,24/8/18,15:46:28,Lunch,TP,"[('Burger' , 5),('Chicken' , 7),('Fries' , 2),('Steak' , 5),('Salad' , 3)]",679.6,-37.8024512,144.9637885,0,9.484,13.1272561
ORDB09687,12/6/18,13:14:21,Lunch,TP,"[('Salad' , 2),('Fries' , 7)]",118.4,-37.8152963,144.9412116,0,10.059,13.2168263
ORDB09820,7/8/18,15:16:03,Lunch,TP,"[('Chicken' , 2),('Burger' , 1),('Salad' , 1),('Steak' , 1),('Fries' , 6)]",229.2,-37.8115596,144.9572022,0,8.704,12.0078313
ORDB09833,13/4/18,11:22:49,Breakfast,TP,"[('Cereal' , 4),('Eggs' , 2)]",128,-37.8259354,145.0071481,0,11.162,13.6144278
ORDB10050,16/6/18,13:24:30,Lunch,TP,"[('Salad' , 2),('Burger' , 10),('Chicken' , 9),('Fries' , 6),('Steak' , 8)]",1064.4,-37.8227589,144.9854296,0,9.339,14.1976412
ORDB10132,7/9/18,16:16:54,Dinner,TP,"[('Shrimp' , 7),('Pasta' , 5),('Fish&Chips' , 5)]",690.5,-37.820534,144.9772392,0,8.718,12.7821273
ORDB10514,4/8/18,15:05:54,Lunch,TP,"[('Fries' , 2),('Chicken' , 7)]",248,-37.8207161,144.9630537,0,7.266,12.2979623
ORDB10864,15/5/18,12:23:39,Lunch,TP,"[('Burger' , 8),('Steak' , 8),('Salad' , 3),('Chicken' , 1)]",691.6,-37.8080269,144.97067,0,9.226,12.3770775
ORDC00373,8/12/18,19:19:26,Dinner,NS,"[('Fish&Chips' , 8),('Shrimp' , 5),('Pasta' , 6),('Salmon' , 3)]",838,-37.8208592,144.9481191,0,9.767,17.6428512
ORDC01290,25/7/18,14:45:38,Lunch,NS,"[('Burger' , 8),('Fries' , 10)]",368,-37.8241121,144.9771169,0,9.154,14.9176795
ORDC01327,13/12/18,19:29:34,Dinner,NS,"[('Fish&Chips' , 3),('Pasta' , 2),('Salmon' , 7),('Shrimp' , 2)]",555,-37.8153528,144.9916292,0,9.278,14.9712791
ORDC02046,19/6/18,13:34:38,Lunch,NS,"[('Chicken' , 1),('Steak' , 9),('Fries' , 5),('Burger' , 8),('Salad' , 9)]",899.8,-37.8209209,145.0008655,0,10.485,15.8541667
ORDC02099,22/1/18,8:40:33,Breakfast,NS,"[('Eggs' , 6),('Pancake' , 8),('Coffee' , 1)]",333.5,-37.8078888,144.9545472,0,8.241,13.6076105
ORDC02336,4/2/18,9:00:50,Breakfast,NS,"[('Eggs' , 4),('Pancake' , 2),('Coffee' , 7),('Cereal' , 5)]",294,-37.8225799,144.9610311,0,9.212,16.4214573
ORDC02391,30/9/18,16:57:27,Dinner,NS,"[('Pasta' , 6),('Fish&Chips' , 8)]",445,-37.8243652,144.9904656,0,9.634,17.820318
ORDC02649,26/2/18,9:51:32,Breakfast,NS,"[('Pancake' , 5),('Eggs' , 1),('Coffee' , 1),('Cereal' , 2)]",192.75,-37.8143618,144.9952645,0,9.453,14.5531273
ORDC02909,16/10/18,17:27:53,Dinner,NS,"[('Fish&Chips' , 3),('Shrimp' , 5),('Salmon' , 6),('Pasta' , 7)]",813.5,-37.8225448,144.991686,0,9.754,15.6423642
ORDC03017,28/7/18,14:55:46,Lunch,NS,"[('Chicken' , 7),('Steak' , 7),('Salad' , 9),('Fries' , 3),('Burger' , 4)]",853.8,-37.802079,144.9594714,0,7.268,14.6573075
ORDC03245,3/8/18,15:05:54,Lunch,NS,"[('Burger' , 8),('Fries' , 9),('Steak' , 9)]",761,-37.8142312,144.9856734,0,8.659,14.3786647
ORDC03622,29/7/18,14:55:46,Lunch,NS,"[('Salad' , 6),('Fries' , 5)]",163.2,-37.8145064,144.9660349,0,7.968,15.2104655
ORDC04262,12/6/18,13:24:30,Lunch,NS,"[('Burger' , 2),('Fries' , 4),('Chicken' , 1)]",142,-37.8054576,145.0004183,0,9.121,14.5437066
ORDC05055,18/1/18,8:30:25,Breakfast,NS,"[('Eggs' , 9),('Cereal' , 10),('Pancake' , 10)]",650.5,-37.805928,144.9320632,1,10.201,7.5825753
ORDC05091,29/6/18,13:54:55,Lunch,NS,"[('Chicken' , 1),('Fries' , 7),('Salad' , 2),('Steak' , 7)]",465.4,-37.8253236,145.0124101,0,11.769,17.2112568
ORDC05299,10/5/18,12:13:31,Lunch,NS,"[('Steak' , 1),('Salad' , 1),('Burger' , 3),('Fries' , 1)]",167.2,-37.8003823,144.9639935,0,6.687,12.4251947
ORDC05380,26/10/18,17:48:10,Dinner,NS,"[('Shrimp' , 7),('Pasta' , 8),('Fish&Chips' , 2)]",668,-37.810944,144.9589427,0,7.87,13.9855934
ORDC05550,1/10/18,17:07:36,Dinner,NS,"[('Shrimp' , 10),('Pasta' , 9),('Fish&Chips' , 3),('Salmon' , 7)]",1179.5,-37.8040237,144.9334558,0,10.013,16.03305
ORDC05656,13/3/18,10:21:58,Breakfast,NS,"[('Eggs' , 1),('Cereal' , 10),('Pancake' , 5),('Coffee' , 6)]",398.25,-37.8193841,144.9894776,0,9.335,14.2393154
ORDC05945,29/6/18,13:54:55,Lunch,NS,"[('Burger' , 8),('Steak' , 5)]",473,-37.8267979,144.9822176,0,9.433,14.7489885
ORDC05969,12/12/18,19:29:34,Dinner,NS,"[('Salmon' , 1),('Pasta' , 3),('Fish&Chips' , 8)]",403.5,-37.8129669,144.9655656,0,7.802,13.9174899
ORDC06196,3/7/18,14:05:04,Lunch,NS,"[('Chicken' , 3),('Fries' , 3)]",132,-37.8096043,144.9636805,0,7.423,12.323625
ORDC06212,15/1/18,8:20:16,Breakfast,NS,"[('Eggs' , 1),('Coffee' , 1),('Pancake' , 9)]",247.75,-37.8090808,145.0003989,1,9.383,7.2588282
ORDC06476,5/6/18,13:04:13,Lunch,NS,"[('Fries' , 7),('Chicken' , 8),('Burger' , 1)]",371,-37.8110356,144.9290744,0,10.565,16.4110779
ORDC06480,11/3/18,10:11:49,Breakfast,NS,"[('Eggs' , 3),('Coffee' , 3),('Pancake' , 7),('Cereal' , 1)]",279.25,-37.8026507,144.9634616,0,6.947,14.0857267
ORDC06491,21/9/18,16:37:10,Dinner,NS,"[('Shrimp' , 3),('Salmon' , 10)]",572,-37.8196958,144.9468973,0,9.696,15.6224685
ORDC06536,1/5/18,11:53:14,Breakfast,NS,"[('Pancake' , 4),('Cereal' , 2)]",139,-37.8030841,145.0049526,0,9.726,15.086788
ORDC06701,24/5/18,12:43:56,Lunch,NS,"[('Chicken' , 9),('Steak' , 5),('Burger' , 7),('Salad' , 3)]",781.6,-37.8255038,144.9516026,0,10.16,15.6541078
ORDC06996,8/7/18,14:15:12,Lunch,NS,"[('Fries' , 3),('Salad' , 7),('Steak' , 4)]",336.4,-37.8050264,144.98368,0,7.648,15.5591152
