order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDY02738,2018-04-04,11:02:32,Breakfast,TP,"[('Eggs', 7), ('Coffee', 1)]",161.5,-37.8075181,144.9581887,0,9.033,11.867087483928575
ORDK01466,2018-11-17,18:38:52,Dinner,BK,"[('Pasta', 5), ('Fish&Chips', 9), ('Shrimp', 4), ('Salmon', 7)]",955.5,-37.816011100000004,145.0057554,0,4.079,11.06347181558051
ORDB02543,2018-08-31,15:56:37,Lunch,TP,"[('Salad', 2), ('Fries', 5), ('Burger', 10)]",404.4,-37.805643599999996,144.9571435,0,9.224,12.774721090717687
ORDI04209,2018-10-16,17:27:53,Dinner,NS,"[('Fish&Chips', 5), ('Salmon', 4)]",339.0,-37.823082,144.99159469999998,0,9.78,16.392146738272082
ORDC06714,2018-04-24,11:43:05,Breakfast,NS,"[('Coffee', 10), ('Pancake', 1), ('Cereal', 6), ('Eggs', 2)]",269.25,-37.8192399,144.9529087,0,9.287,14.460437123441396
ORDB03219,2018-06-11,13:14:21,Lunch,TP,"[('Steak', 4), ('Chicken', 5), ('Burger', 5), ('Fries', 1)]",507.0,-37.804326399999994,144.94729980000002,0,9.906,13.49015998850309
ORDB10420,2018-08-06,15:05:54,Lunch,TP,"[('Burger', 3), ('Salad', 6)]",196.2,-37.8156484,144.9543811,0,8.577,12.09599826539928
ORDZ06585,2018-12-30,20:00:00,Dinner,NS,"[('Shrimp', 8), ('Pasta', 9)]",679.5,-37.8158381,144.93725590000003,0,10.041,18.194909856484948
ORDY01490,2018-06-11,13:14:21,Lunch,TP,"[('Chicken', 5), ('Burger', 3), ('Fries', 5), ('Steak', 10), ('Salad', 9)]",917.8,-37.8242729,144.9473379,0,8.802999999999999,12.33307919047186
ORDX06963,2018-12-26,19:49:51,Dinner,BK,"[('Pasta', 6), ('Salmon', 6), ('Shrimp', 7)]",789.0,-37.819643799999994,144.94779219999998,0,9.352,16.595010390393448
ORDX04756,2018-05-13,12:23:39,Lunch,BK,"[('Fries', 5), ('Chicken', 7), ('Salad', 6)]",387.2,-37.808393,144.9593275,0,7.792999999999999,15.781268986139162
ORDC04427,2018-12-18,19:39:43,Dinner,NS,"[('Pasta', 3), ('Salmon', 6)]",328.5,-37.818691799999996,144.9815676,0,9.022,15.59698151170121
ORDY06519,2018-11-05,18:08:27,Dinner,TP,"[('Pasta', 4), ('Salmon', 8), ('Fish&Chips', 2)]",508.0,-37.819857299999995,144.9518752,0,8.626,12.854669521036591
ORDA09414,2018-01-09,08:10:08,Breakfast,BK,"[('Cereal', 10), ('Eggs', 8)]",386.0,-37.8144545,144.95489369999999,1,8.367,7.6786132106407665
ORDB01197,2018-01-27,08:50:42,Breakfast,TP,"[('Cereal', 4), ('Coffee', 1), ('Pancake', 6), ('Eggs', 4)]",325.0,-37.810256700000004,144.93847150000002,0,10.317,13.214042828146253
ORDC04050,2018-08-26,15:46:28,Lunch,NS,"[('Burger', 4), ('Steak', 10), ('Chicken', 7), ('Fries', 4), ('Salad', 2)]",880.4,-37.8110592,144.96933049999998,0,7.343999999999999,14.658405461059152
ORDX09499,2018-12-05,19:09:17,Dinner,BK,"[('Fish&Chips', 10), ('Shrimp', 4)]",566.0,-37.8019828,144.95963490000003,0,8.104,15.285820149284678
ORDA10897,2018-09-28,16:57:27,Dinner,BK,"[('Shrimp', 9), ('Pasta', 1), ('Salmon', 8)]",841.5,-37.8004292,144.95093880000002,0,8.816,16.0327299663275
ORDY09292,2018-10-22,17:48:10,Dinner,TP,"[('Pasta', 5), ('Shrimp', 7)]",515.5,-37.8207339,144.9669253,0,7.557,11.733255764830442
ORDY05240,2018-11-11,18:28:43,Dinner,TP,"[('Pasta', 10), ('Salmon', 9), ('Fish&Chips', 9)]",959.0,-37.8052092,144.9553308,0,9.414,15.210271787538172
ORDB04398,2018-02-05,09:10:59,Breakfast,TP,"[('Eggs', 9), ('Pancake', 9), ('Cereal', 1), ('Coffee', 4)]",467.25,-37.8245484,144.9885013,0,9.189,12.030736264067171
ORDX04106,2018-07-23,14:45:38,Lunch,BK,"[('Chicken', 9), ('Burger', 2)]",350.0,-37.8049748,144.9493303,0,8.671,15.173351769066437
ORDK05031,2018-05-09,12:13:31,Lunch,BK,"[('Fries', 2), ('Salad', 6), ('Chicken', 10), ('Burger', 2)]",509.2,-37.8102191,144.9911678,0,4.953,11.27305584242989
ORDC07189,2018-06-04,13:04:13,Lunch,NS,"[('Chicken', 2), ('Steak', 3), ('Salad', 1)]",216.2,-37.820260600000005,144.96954430000002,0,8.658999999999999,14.508914634502878
ORDB10590,2018-09-03,16:06:45,Dinner,TP,"[('Shrimp', 7), ('Salmon', 5), ('Fish&Chips', 1)]",618.0,-37.808845299999994,144.9838917,0,9.689,13.969789093391258
ORDA01563,2018-12-30,20:00:00,Dinner,BK,"[('Shrimp', 5), ('Pasta', 6), ('Salmon', 7)]",722.0,-37.806431700000005,144.96079530000003,0,7.626,16.313349623123038
ORDA06779,2018-12-15,19:29:34,Dinner,BK,"[('Fish&Chips', 10), ('Salmon', 2)]",432.0,-37.8241345,144.943471,0,9.91,17.180369488581505
ORDC01953,2018-05-23,12:43:56,Lunch,NS,"[('Fries', 9), ('Chicken', 4), ('Burger', 4)]",360.0,-37.815220200000006,144.9898946,0,9.113,14.985174545931867
ORDK02069,2018-07-30,14:55:46,Lunch,BK,"[('Burger', 9), ('Fries', 5)]",339.0,-37.8046614,144.99278950000001,0,5.274,11.609794678484311
ORDX00344,2018-09-13,16:27:02,Dinner,BK,"[('Salmon', 9), ('Fish&Chips', 2), ('Pasta', 5), ('Shrimp', 10)]",1116.5,-37.80446370000001,144.9259273,0,10.895999999999999,18.214713701508785
ORDC04336,2018-01-18,08:30:25,Breakfast,NS,"[('Cereal', 8), ('Coffee', 7), ('Eggs', 6), ('Pancake', 5)]",473.75,-37.8120044,145.015264,1,11.145999999999999,9.9420205976594
ORDZ00038,2018-12-15,19:29:34,Dinner,NS,"[('Fish&Chips', 3), ('Shrimp', 2), ('Pasta', 7)]",405.5,-37.819615999999996,144.9599063,0,8.962,15.534039673186365
ORDJ04115,2018-10-21,17:38:01,Dinner,TP,"[('Fish&Chips', 10), ('Shrimp', 9), ('Salmon', 6)]",1082.0,-37.8152976,144.9661142,0,8.068999999999999,13.799325574163737
ORDI01064,2018-11-07,18:18:35,Dinner,NS,"[('Pasta', 5), ('Fish&Chips', 1), ('Shrimp', 9)]",658.5,-37.816078000000005,144.9641487,0,8.249,14.78608082550163
ORDK08829,2018-07-14,14:25:21,Lunch,BK,"[('Steak', 3), ('Burger', 6), ('Chicken', 8)]",577.0,-37.81609470000001,145.0013127,0,4.516,10.81462945191344
ORDI08669,2018-08-09,15:16:03,Lunch,NS,"[('Burger', 9), ('Steak', 1), ('Fries', 6), ('Salad', 7)]",516.4,-37.8118074,144.98584240000002,0,8.426,14.264490494936899
ORDC08082,2018-02-16,09:31:16,Breakfast,NS,"[('Eggs', 7), ('Cereal', 2), ('Pancake', 3)]",268.75,-37.801815500000004,144.945695,0,8.508,13.643242253390328
ORDC05822,2018-11-06,18:18:35,Dinner,NS,"[('Shrimp', 6), ('Fish&Chips', 9), ('Pasta', 4)]",749.0,-37.80739570000001,144.9709222,0,6.909,13.477589199999999
ORDK04169,2018-10-26,17:48:10,Dinner,BK,"[('Pasta', 1), ('Salmon', 7), ('Fish&Chips', 7)]",559.5,-37.818884000000004,144.9637335,0,7.8260000000000005,15.210691800000001
ORDB06241,2018-04-03,11:02:32,Breakfast,TP,"[('Coffee', 9), ('Pancake', 7), ('Eggs', 7)]",391.25,-37.8124603,144.9880446,0,9.898,12.089343699999999
ORDI03164,2018-11-16,18:28:43,Dinner,NS,"[('Fish&Chips', 8), ('Pasta', 4)]",390.0,-37.8126411,144.97790780000003,0,7.973,14.0862454
ORDZ09161,2018-10-05,17:07:36,Dinner,NS,"[('Pasta', 1), ('Salmon', 6), ('Fish&Chips', 7), ('Shrimp', 1)]",572.5,-37.8232542,144.9780021,0,8.888,14.9654272
ORDZ02868,2018-10-23,17:48:10,Dinner,NS,"[('Fish&Chips', 2), ('Pasta', 3), ('Shrimp', 1), ('Salmon', 5)]",411.5,-37.8164564,144.9790645,0,8.335,13.953591199999998
ORDK10825,2018-11-02,18:08:27,Dinner,BK,"[('Fish&Chips', 8), ('Shrimp', 4)]",496.0,-37.8258485,145.01966969999998,0,5.348,12.4645117
ORDI01783,2018-12-30,20:00:00,Dinner,NS,"[('Salmon', 7), ('Pasta', 3), ('Fish&Chips', 5)]",544.5,-37.815645,144.937896,0,9.974,17.6528265
ORDZ07539,2018-11-27,18:59:09,Dinner,NS,"[('Salmon', 4), ('Pasta', 5)]",301.5,-37.8233963,145.01054380000002,0,11.495,17.290253200000002
ORDX04923,2018-10-04,17:07:36,Dinner,BK,"[('Fish&Chips', 6), ('Shrimp', 8)]",642.0,-37.8136133,144.98627380000002,0,5.6610000000000005,12.2376853
ORDB07998,2018-04-08,11:12:40,Breakfast,TP,"[('Cereal', 5), ('Pancake', 6), ('Eggs', 5)]",360.5,-37.7997486,144.9574922,0,9.742,13.9616884
ORDI04906,2018-05-03,12:03:22,Lunch,NS,"[('Burger', 9), ('Salad', 5)]",365.0,-37.8039021,145.00396819999997,0,9.463,14.5894904
ORDX03719,2018-06-30,13:54:55,Lunch,BK,"[('Chicken', 10), ('Burger', 3)]",413.0,-37.8109485,144.9389868,0,9.815,17.689234
ORDK00186,2018-10-08,17:17:44,Dinner,BK,"[('Shrimp', 7), ('Salmon', 2), ('Pasta', 2), ('Fish&Chips', 4)]",655.0,-37.81568729999999,144.9581489,0,8.201,15.120807800000001
ORDK07182,2018-08-08,15:16:03,Lunch,BK,"[('Steak', 5), ('Fries', 3), ('Salad', 6), ('Burger', 8), ('Chicken', 8)]",868.2,-37.8051738,144.9367965,0,9.872,16.1203011
ORDZ08482,2018-05-27,12:43:56,Lunch,NS,"[('Salad', 3), ('Burger', 4)]",175.6,-37.8146496,144.994006,0,9.394,17.385863399999998
ORDB10150,2018-06-07,13:14:21,Lunch,TP,"[('Steak', 6), ('Salad', 9), ('Chicken', 3), ('Burger', 3)]",613.8,-37.8036744,144.9493033,0,9.892999999999999,12.610343199999999
ORDZ01060,2018-06-27,13:54:55,Lunch,NS,"[('Chicken', 9), ('Burger', 10)]",598.0,-37.8126506,144.95196919999998,0,8.658999999999999,14.4777606
ORDC01419,2018-04-12,11:12:40,Breakfast,NS,"[('Coffee', 4), ('Eggs', 1), ('Cereal', 7)]",199.0,-37.8186593,144.965357,0,8.565,13.231574199999999
ORDZ09490,2018-11-22,18:49:00,Dinner,NS,"[('Pasta', 6), ('Salmon', 4), ('Shrimp', 9), ('Fish&Chips', 4)]",955.0,-37.8206787,144.94864130000002,0,9.712,15.975441
ORDB05335,2018-10-05,17:07:36,Dinner,TP,"[('Salmon', 2), ('Pasta', 4), ('Shrimp', 4)]",408.0,-37.8141096,144.96765630000002,0,8.222999999999999,12.5669731
ORDB06105,2018-07-24,14:45:38,Lunch,TP,"[('Fries', 4), ('Burger', 1), ('Chicken', 5)]",239.0,-37.820778000000004,144.9792131,0,8.716000000000001,12.5652265
ORDY07661,2018-06-11,13:14:21,Lunch,TP,"[('Fries', 3), ('Salad', 9)]",190.8,-37.8242729,144.9473379,0,8.802999999999999,11.643642
ORDX09893,2018-10-04,17:07:36,Dinner,BK,"[('Salmon', 3), ('Fish&Chips', 5), ('Shrimp', 8), ('Pasta', 2)]",785.0,-37.819477,145.0147958,0,4.341,10.692676400000002
ORDY08367,2018-06-22,13:44:47,Lunch,TP,"[('Fries', 6), ('Chicken', 7)]",296.0,-37.8106951,145.01529069999998,0,12.800999999999998,16.0038371
ORDI04371,2018-04-10,11:12:40,Breakfast,NS,"[('Pancake', 1), ('Cereal', 3), ('Eggs', 5), ('Coffee', 4)]",227.25,-37.818763,144.9836536,0,9.025,13.7259147
ORDA09506,2018-02-21,09:41:24,Breakfast,BK,"[('Pancake', 8), ('Coffee', 9)]",261.5,-37.8031686,144.9959577,0,5.211,10.1063327
ORDX10810,2018-02-16,09:31:16,Breakfast,BK,"[('Coffee', 8), ('Eggs', 2)]",104.0,-37.8101114,144.94988899999998,0,8.726,14.0852193
ORDB09590,2018-04-17,11:32:57,Breakfast,TP,"[('Cereal', 9), ('Coffee', 9), ('Eggs', 2), ('Pancake', 6)]",446.0,-37.813292,144.97392030000003,0,8.62,10.973004199999998
ORDA02695,2018-06-29,13:54:55,Lunch,BK,"[('Fries', 1), ('Steak', 3), ('Burger', 7)]",364.0,-37.812760600000004,144.9349737,0,10.263,16.4765219
ORDI05703,2018-10-02,17:07:36,Dinner,NS,"[('Salmon', 6), ('Shrimp', 7)]",624.0,-37.8055935,144.9835296,0,7.778,13.485328299999999
ORDC00166,2018-09-16,16:37:10,Dinner,NS,"[('Shrimp', 1), ('Fish&Chips', 8), ('Pasta', 7)]",526.5,-37.8130154,144.9406963,0,9.564,17.2997035
ORDJ04544,2018-07-18,14:35:29,Lunch,TP,"[('Steak', 5), ('Chicken', 7)]",449.0,-37.80692979999999,144.965933,0,9.088,12.2859589
ORDJ06839,2018-11-10,18:18:35,Dinner,TP,"[('Salmon', 10), ('Shrimp', 5)]",680.0,-37.81576629999999,144.96659259999998,0,7.932,14.0154779
ORDZ05586,2018-12-01,19:09:17,Dinner,NS,"[('Salmon', 3), ('Shrimp', 5)]",393.0,-37.81867020000001,144.9664974,0,8.552999999999999,16.606452400000002
ORDC10420,2018-01-31,09:00:50,Breakfast,NS,"[('Coffee', 9), ('Eggs', 6), ('Pancake', 10), ('Cereal', 1)]",463.0,-37.8037706,144.9564762,0,7.702000000000001,12.8474632
ORDC02155,2018-11-14,18:28:43,Dinner,NS,"[('Salmon', 3), ('Shrimp', 8)]",555.0,-37.8026105,145.0005186,0,8.979,14.9160454
ORDA05651,2018-07-26,14:45:38,Lunch,BK,"[('Chicken', 2), ('Steak', 3)]",199.0,-37.8043032,144.9673419,0,7.361000000000001,13.6796445
ORDC01078,2018-10-07,17:17:44,Dinner,NS,"[('Shrimp', 9), ('Salmon', 1)]",527.0,-37.8084768,144.9607091,0,7.796,15.603127599999999
ORDA03412,2018-01-14,08:20:16,Breakfast,BK,"[('Pancake', 6), ('Eggs', 3), ('Coffee', 8), ('Cereal', 5)]",376.5,-37.80447120000001,144.9736163,1,6.879,6.9221047
ORDJ02312,2018-10-02,17:07:36,Dinner,TP,"[('Shrimp', 9), ('Pasta', 3), ('Fish&Chips', 9), ('Salmon', 3)]",1006.5,-37.8149589,144.99148630000002,0,10.117,13.818174800000001
ORDY00828,2018-02-13,09:21:07,Breakfast,TP,"[('Pancake', 10), ('Coffee', 4), ('Cereal', 10), ('Eggs', 4)]",570.5,-37.7990342,144.98792419999998,0,11.067,13.997305800000001
ORDY09270,2018-02-24,09:41:24,Breakfast,TP,"[('Cereal', 7), ('Coffee', 1)]",154.5,-37.8163708,144.9603311,0,8.166,12.5858451
ORDX05265,2018-12-19,19:39:43,Dinner,BK,"[('Fish&Chips', 1), ('Pasta', 1), ('Shrimp', 3)]",224.5,-37.816818100000006,144.9318271,0,10.719000000000001,17.454156
ORDJ09232,2018-09-12,16:27:02,Dinner,TP,"[('Salmon', 1), ('Shrimp', 10), ('Pasta', 8), ('Fish&Chips', 9)]",1116.0,-37.800553799999996,144.9911639,0,11.158,15.289416099999999
ORDJ07635,2018-02-16,09:31:16,Breakfast,TP,"[('Eggs', 2), ('Cereal', 1), ('Coffee', 10), ('Pancake', 7)]",309.75,-37.80416339999999,144.9500766,0,10.027999999999999,12.5827551
ORDK07599,2018-08-09,15:16:03,Lunch,BK,"[('Chicken', 7), ('Steak', 2)]",314.0,-37.805179200000005,144.94097299999999,0,9.49,15.6352481
ORDZ04490,2018-05-29,12:54:05,Lunch,NS,"[('Salad', 2), ('Steak', 7), ('Burger', 6), ('Fries', 4), ('Chicken', 9)]",871.4,-37.817896399999995,145.00870980000002,0,10.841,16.3713342
ORDX01990,2018-04-14,11:22:49,Breakfast,BK,"[('Coffee', 2), ('Eggs', 7), ('Pancake', 2)]",217.5,-37.80451729999999,144.9532949,0,8.436,15.8102568
ORDA04794,2018-07-25,14:45:38,Lunch,BK,"[('Chicken', 7), ('Burger', 7)]",441.0,-37.8117766,144.9564575,0,8.083,14.0430789
ORDJ09748,2018-09-04,16:06:45,Dinner,TP,"[('Fish&Chips', 3), ('Shrimp', 7)]",483.0,-37.8017911,144.9800967,0,10.189,13.5850805
ORDI06457,2018-01-08,08:10:08,Breakfast,NS,"[('Cereal', 4), ('Coffee', 7), ('Eggs', 10)]",356.5,-37.8165761,144.98014730000003,1,8.432,6.6048108999999995
ORDZ06997,2018-02-13,09:21:07,Breakfast,NS,"[('Eggs', 8), ('Pancake', 8)]",370.0,-37.8250967,144.99174580000002,0,9.774,15.115121599999998
ORDZ03945,2018-05-15,12:23:39,Lunch,NS,"[('Salad', 6), ('Burger', 5), ('Steak', 5), ('Chicken', 7)]",707.2,-37.8081849,144.9687701,0,6.971,12.5832901
ORDA05729,2018-11-18,18:38:52,Dinner,BK,"[('Fish&Chips', 6), ('Shrimp', 6), ('Salmon', 1), ('Pasta', 1)]",602.5,-37.8194251,145.00825490000003,0,4.1739999999999995,13.252980599999999
ORDB07064,2018-09-17,16:37:10,Dinner,TP,"[('Salmon', 10), ('Fish&Chips', 6), ('Pasta', 2), ('Shrimp', 8)]",1107.0,-37.8194122,145.0081377,0,11.315,15.248133900000001
ORDB05191,2018-04-07,11:12:40,Breakfast,TP,"[('Pancake', 2), ('Cereal', 3), ('Eggs', 4)]",199.5,-37.8147977,145.0118159,0,12.059000000000001,15.7087312
ORDX02518,2018-10-30,17:58:18,Dinner,BK,"[('Pasta', 8), ('Shrimp', 6)]",544.0,-37.821645399999994,144.99449130000002,0,5.6610000000000005,12.1073478
ORDB04563,2018-12-25,19:49:51,Dinner,TP,"[('Salmon', 10), ('Fish&Chips', 8), ('Pasta', 8)]",910.0,-37.8018115,144.9578801,0,9.509,13.5737841
ORDX01605,2018-07-25,14:45:38,Lunch,BK,"[('Steak', 6), ('Salad', 7), ('Fries', 10), ('Chicken', 9), ('Burger', 4)]",922.4,-37.8236668,144.9770017,0,7.415,13.246523300000002
ORDZ04360,2018-07-18,14:35:29,Lunch,NS,"[('Chicken', 4), ('Steak', 4), ('Salad', 7), ('Fries', 7)]",512.4,-37.8123656,144.9683329,0,7.547000000000001,12.707234199999998
ORDZ06674,2018-08-09,15:16:03,Lunch,NS,"[('Burger', 6), ('Chicken', 1), ('Salad', 8)]",355.6,-37.8113593,144.9474612,0,10.787,16.2874244
ORDB07591,2018-07-04,14:05:04,Lunch,TP,"[('Fries', 3), ('Burger', 1)]",67.0,-37.8124537,144.936279,0,10.577,13.454255599999998
ORDJ05399,2018-02-06,09:10:59,Breakfast,TP,"[('Cereal', 8), ('Pancake', 1)]",192.25,-37.8070658,144.95555819999998,0,9.208,11.899660800000001
ORDC07905,2018-01-01,08:00:00,Breakfast,NS,"[('Cereal', 8), ('Eggs', 9)]",366.0,-37.8186375,144.9827669,1,9.0,7.4250400999999995
ORDZ09896,2018-03-27,10:42:15,Breakfast,NS,"[('Pancake', 5), ('Eggs', 6), ('Coffee', 4), ('Cereal', 5)]",388.25,-37.8210396,144.9552382,0,9.407,14.661268
ORDI10027,2018-08-01,14:55:46,Lunch,NS,"[('Burger', 4), ('Chicken', 4), ('Salad', 8), ('Fries', 10), ('Steak', 5)]",734.6,-37.7985773,144.9807351,0,7.268,12.9152819
ORDJ01238,2018-05-06,12:03:22,Lunch,TP,"[('Burger', 7), ('Salad', 8), ('Steak', 8), ('Fries', 10), ('Chicken', 1)]",866.6,-37.7989577,144.98425459999999,0,10.795,15.521583800000002
ORDI05240,2018-10-10,17:17:44,Dinner,NS,"[('Salmon', 3), ('Pasta', 1), ('Shrimp', 10)]",690.5,-37.8124096,144.95361090000003,0,8.542,14.2757766
ORDJ05229,2018-10-28,17:58:18,Dinner,TP,"[('Fish&Chips', 8), ('Shrimp', 8)]",712.0,-37.8093704,144.9484582,0,9.589,15.3892673
ORDK00817,2018-12-22,19:49:51,Dinner,BK,"[('Fish&Chips', 8), ('Salmon', 4), ('Pasta', 4), ('Shrimp', 6)]",878.0,-37.818414399999995,144.9473841,0,9.265,18.5725607
ORDA08605,2018-01-06,08:10:08,Breakfast,BK,"[('Pancake', 7), ('Eggs', 4)]",257.75,-37.80158529999999,144.94843740000002,1,8.991,8.9161903
ORDX01854,2018-02-14,09:21:07,Breakfast,BK,"[('Cereal', 5), ('Coffee', 10), ('Pancake', 6)]",325.5,-37.803495299999994,144.9629891,0,7.771,12.5297846
ORDZ10201,2018-05-26,12:43:56,Lunch,NS,"[('Salad', 7), ('Burger', 2), ('Fries', 4), ('Steak', 1), ('Chicken', 6)]",467.4,-37.8059424,144.9788756,0,7.271,15.6720332
ORDY06932,2018-07-16,14:25:21,Lunch,TP,"[('Salad', 7), ('Fries', 4), ('Chicken', 2), ('Burger', 3), ('Steak', 3)]",460.4,-37.8141249,144.9724314,0,8.557,12.0419916
ORDA08010,2018-01-03,08:00:00,Breakfast,BK,"[('Coffee', 6), ('Pancake', 5), ('Eggs', 2), ('Cereal', 1)]",231.25,-37.8137352,145.006257,1,3.819,4.4778621
ORDJ00298,2018-04-14,11:22:49,Breakfast,TP,"[('Pancake', 1), ('Cereal', 9)]",213.25,-37.8057185,144.9449095,0,10.064,14.346125699999998
ORDY05123,2018-08-31,15:56:37,Lunch,TP,"[('Steak', 1), ('Burger', 9), ('Chicken', 10), ('Fries', 4), ('Salad', 7)]",812.4,-37.80475,144.9581608,0,9.252,11.9502461
ORDA02466,2018-04-08,11:12:40,Breakfast,BK,"[('Eggs', 10), ('Pancake', 10), ('Cereal', 5)]",567.5,-37.8110699,144.99040369999997,0,5.085,12.660026
ORDA07027,2018-01-11,08:20:16,Breakfast,BK,"[('Pancake', 9), ('Eggs', 7), ('Coffee', 5)]",409.75,-37.8163883,144.9838774,1,6.149,5.819448599999999
ORDX09314,2018-08-22,15:46:28,Lunch,BK,"[('Steak', 2), ('Chicken', 4), ('Salad', 10), ('Fries', 6)]",462.0,-37.8094529,145.016066,0,4.127,9.7747048
ORDY01797,2018-08-23,15:46:28,Lunch,TP,"[('Salad', 8), ('Chicken', 8), ('Steak', 4), ('Fries', 3), ('Burger', 6)]",795.6,-37.823147999999996,144.98807140000002,0,9.327,12.15917
ORDZ07482,2018-12-07,19:19:26,Dinner,NS,"[('Pasta', 8), ('Salmon', 4), ('Fish&Chips', 4)]",524.0,-37.812879200000005,144.9716044,0,7.577999999999999,13.6271511
ORDK00986,2018-08-07,15:16:03,Lunch,BK,"[('Chicken', 9), ('Steak', 5), ('Burger', 9), ('Salad', 5), ('Fries', 4)]",926.0,-37.8124658,144.9540861,0,8.309,14.4996345
ORDA01684,2018-09-19,16:37:10,Dinner,BK,"[('Pasta', 3), ('Fish&Chips', 9), ('Salmon', 3), ('Shrimp', 5)]",790.5,-37.8071215,144.957849,0,8.173,15.4492859
ORDK00066,2018-08-20,15:36:20,Lunch,BK,"[('Steak', 8), ('Chicken', 4)]",488.0,-37.804537599999996,144.9534528,0,8.421,14.139439499999998
ORDX07219,2018-03-21,10:32:06,Breakfast,BK,"[('Pancake', 2), ('Coffee', 5), ('Cereal', 2)]",128.0,-37.812906,144.9598981,0,7.877000000000001,12.9722677
ORDA09061,2018-11-22,18:49:00,Dinner,BK,"[('Salmon', 1), ('Shrimp', 2)]",149.0,-37.801543200000005,144.9923258,0,5.659,12.59923
ORDC08686,2018-09-04,16:06:45,Dinner,NS,"[('Shrimp', 6), ('Salmon', 9), ('Fish&Chips', 10)]",1043.0,-37.8020985,144.954713,0,7.774,14.0429736
ORDA02539,2018-06-19,13:34:38,Lunch,BK,"[('Burger', 1), ('Chicken', 2), ('Salad', 3), ('Fries', 7), ('Steak', 6)]",500.6,-37.82460379999999,145.00054219999998,0,5.382999999999999,11.1223201
ORDB03698,2018-12-05,19:09:17,Dinner,TP,"[('Salmon', 6), ('Shrimp', 2), ('Pasta', 2), ('Fish&Chips', 6)]",619.0,-37.818800599999996,144.9549405,0,8.336,13.020892100000001
ORDA08636,2018-09-01,15:56:37,Lunch,BK,"[('Steak', 2), ('Fries', 10), ('Chicken', 1), ('Burger', 2), ('Salad', 9)]",458.8,-37.8168042,144.95430019999998,0,8.562000000000001,17.570439399999998
ORDI05255,2018-01-16,08:30:25,Breakfast,NS,"[('Cereal', 5), ('Pancake', 2), ('Eggs', 5)]",263.5,-37.805667,144.9537539,1,8.149,6.2172241999999995
ORDA02189,2018-08-01,14:55:46,Lunch,BK,"[('Burger', 9), ('Fries', 7), ('Steak', 8), ('Chicken', 10), ('Salad', 6)]",1146.2,-37.802364700000005,144.9718769,0,7.215,13.024724699999998
ORDY03809,2018-02-04,09:00:50,Breakfast,TP,"[('Cereal', 10), ('Coffee', 10)]",285.0,-37.8186913,144.9427556,0,9.571,13.371297199999997
ORDJ03697,2018-03-03,10:01:41,Breakfast,TP,"[('Pancake', 5), ('Coffee', 9), ('Cereal', 3)]",251.75,-37.8103051,144.9726914,0,9.125,13.3040473
